Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Temple,13,3,.813,24,8,.750,75.0,69.5,10.4,4.9,NCAA Tournament; Reg. Season Champion
2,Saint Louis,12,4,.750,26,8,.765,68.7,57.6,15.1,4.1,NCAA Tournament
3,Xavier,10,6,.625,23,13,.639,70.6,67.3,9.6,6.2,NCAA Tournament
3,St. Bonaventure,10,6,.625,20,12,.625,70.4,65.0,8.2,2.8,NCAA Tournament; Conf. Tournament Champion
5,Massachusetts,9,7,.563,25,12,.676,76.9,72.4,7.5,3.0,
5,La Salle,9,7,.563,21,13,.618,72.9,66.1,8.6,1.8,
5,Dayton,9,7,.563,20,13,.606,71.8,67.6,8.5,4.3,
5,Saint Joseph's,9,7,.563,20,14,.588,71.9,67.9,8.3,4.3,
9,Duquesne,7,9,.438,16,15,.516,72.6,72.0,4.1,4.0,
9,Richmond,7,9,.438,16,16,.500,69.0,67.2,4.7,2.9,
11,Charlotte,5,11,.313,13,17,.433,67.0,68.9,1.0,2.9,
11,George Washington,5,11,.313,10,21,.323,62.0,66.7,-0.6,4.1,
13,Rhode Island,4,12,.250,7,24,.226,68.6,75.5,-3.8,3.1,
14,Fordham,3,13,.188,10,19,.345,62.0,71.5,-7.6,1.9,
