Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Virginia Commonwealth,15,3,.833,28,7,.800,76.9,62.9,14.4,1.3,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,George Mason,15,3,.833,27,9,.750,71.2,63.8,7.2,0.8,Reg. Season Champion
3,Dayton,12,6,.667,23,11,.676,75.4,70.8,8.1,4.0,
3,Loyola (IL),12,6,.667,25,12,.676,73.5,69.0,3.4,0.2,
5,Saint Joseph's,11,7,.611,22,13,.629,75.1,68.6,7.3,0.8,
5,Saint Louis,11,7,.611,19,15,.559,74.3,71.3,3.0,2.0,
7,St. Bonaventure,9,9,.500,22,12,.647,68.6,65.2,2.9,0.1,
7,George Washington,9,9,.500,21,13,.618,73.2,68.4,2.0,-1.7,
9,Duquesne,8,10,.444,13,19,.406,69.1,67.3,1.2,0.9,
10,Rhode Island,7,11,.389,18,13,.581,78.0,75.1,1.1,-0.9,
10,Massachusetts,7,11,.389,12,20,.375,72.9,75.0,-3.1,0.2,
12,Davidson,6,12,.333,17,16,.515,72.5,70.7,1.0,0.5,
13,La Salle,5,13,.278,14,19,.424,72.0,74.7,-3.6,1.0,
13,Richmond,5,13,.278,10,22,.313,66.8,71.9,-5.5,1.5,
15,Fordham,3,15,.167,12,21,.364,74.3,78.0,-4.4,0.6,
