Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Virginia Commonwealth,15,3,.833,27,8,.771,70.9,62.9,9.9,1.9,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Fordham,12,6,.667,25,8,.758,72.0,67.6,2.3,-2.1,*Overall W-L adjusted to 0-8 conference W-L adjusted to 0-6
2,Dayton,12,6,.667,22,12,.647,68.6,61.0,8.7,1.1,
2,Saint Louis,12,6,.667,21,12,.636,75.5,71.2,6.0,2.8,
5,George Mason,11,7,.611,20,13,.606,68.7,67.3,1.7,0.3,
6,Duquesne,10,8,.556,20,13,.606,74.9,71.3,3.5,-0.2,
6,George Washington,10,8,.556,16,16,.500,76.3,76.7,-1.9,-0.6,
8,Davidson,8,10,.444,16,16,.500,69.9,68.7,2.0,1.5,
8,Saint Joseph's,8,10,.444,16,17,.485,72.4,72.4,-0.3,-0.3,
8,St. Bonaventure,8,10,.444,14,18,.438,66.8,67.7,-1.3,-0.4,
11,Richmond,7,11,.389,15,18,.455,68.9,67.8,1.4,0.3,
11,La Salle,7,11,.389,15,19,.441,69.8,72.6,-2.8,0.0,
13,Massachusetts,6,12,.333,15,16,.484,69.8,71.4,-1.3,0.3,
14,Rhode Island,5,13,.278,9,22,.290,66.0,70.6,-4.2,0.5,
15,Loyola (IL),4,14,.222,10,21,.323,67.4,72.5,-4.7,0.4,
