Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Xavier,13,3,.813,25,9,.735,76.3,65.5,14.2,3.4,NCAA Tournament; Reg. Season Champion
1,Massachusetts,13,3,.813,24,9,.727,77.3,68.8,9.5,1.0,Reg. Season Champion
3,George Washington,11,5,.688,23,9,.719,70.2,64.6,5.6,0.6,NCAA Tournament; Conf. Tournament Champion
4,Fordham,10,6,.625,18,12,.600,65.5,64.2,1.2,-0.1,
4,Rhode Island,10,6,.625,19,14,.576,76.1,76.0,1.5,2.3,
6,Saint Joseph's,9,7,.563,18,14,.563,67.6,64.4,5.1,2.2,
7,Dayton,8,8,.500,19,12,.613,66.9,66.2,2.7,2.0,
7,Saint Louis,8,8,.500,20,13,.606,66.0,65.1,3.1,2.9,
9,Charlotte,7,9,.438,14,16,.467,70.0,71.7,-0.3,1.4,
10,Temple,6,10,.375,12,18,.400,75.0,74.1,2.9,1.9,
10,Duquesne,6,10,.375,10,19,.345,78.3,84.5,-5.7,0.5,
12,Richmond,4,12,.250,8,22,.267,60.6,68.2,-7.6,0.7,
12,St. Bonaventure,4,12,.250,7,22,.241,67.5,78.0,-12.5,-1.5,
14,La Salle,3,13,.188,10,20,.333,71.7,74.7,-5.7,-1.9,
