Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Saint Joseph's,14,2,.875,26,7,.788,79.5,71.3,12.7,4.5,NCAA Tournament; Reg. Season Champion
2,Xavier,12,4,.750,21,8,.724,73.4,65.9,12.1,4.6,NCAA Tournament
2,Temple,12,4,.750,24,13,.649,70.4,63.9,16.2,9.8,NCAA Tournament; Conf. Tournament Champion
4,Massachusetts,11,5,.688,15,15,.500,68.0,68.2,7.9,8.0,
5,Dayton,9,7,.563,21,13,.618,71.1,67.5,9.7,6.1,
5,St. Bonaventure,9,7,.563,18,12,.600,74.4,71.2,7.7,4.5,
7,George Washington,6,10,.375,14,18,.438,77.2,75.1,8.4,6.3,
8,La Salle,5,11,.313,12,17,.414,69.3,71.9,2.2,4.8,
9,Fordham,4,12,.250,12,17,.414,74.1,78.9,0.6,5.3,
10,Duquesne,3,13,.188,9,21,.300,70.5,77.6,-3.1,4.0,
10,Rhode Island,3,13,.188,7,23,.233,69.7,80.3,-6.4,4.3,
