Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Temple,14,2,.875,29,6,.829,64.9,56.8,12.4,4.3,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Xavier,14,2,.875,26,9,.743,79.8,69.5,16.2,5.9,NCAA Tournament; Reg. Season Champion
3,Richmond,13,3,.813,26,9,.743,69.3,62.7,10.0,3.4,NCAA Tournament
4,Saint Louis,11,5,.688,23,13,.639,63.4,60.2,5.5,2.5,
5,Rhode Island,9,7,.563,26,10,.722,76.0,70.2,9.2,3.3,
6,Charlotte,9,7,.563,19,12,.613,73.4,71.1,4.0,3.0,
7,Dayton,8,8,.500,25,12,.676,70.2,62.3,13.2,5.6,
8,St. Bonaventure,7,9,.438,15,16,.484,70.1,70.4,1.3,2.0,
9,Duquesne,7,9,.438,16,16,.500,70.3,71.4,0.8,2.0,
10,George Washington,6,10,.375,16,15,.516,70.3,68.2,3.1,1.0,
11,Massachusetts,5,11,.313,12,20,.375,70.7,74.9,-1.8,3.4,
12,Saint Joseph's,5,11,.313,11,20,.355,69.1,75.2,-2.1,4.0,
13,La Salle,4,12,.250,12,18,.400,70.4,73.1,-0.3,2.5,
14,Fordham,0,16,.000,2,26,.071,64.0,79.3,-13.2,2.1,
