Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Rhode Island,15,3,.833,26,8,.765,76.0,68.8,11.8,4.6,NCAA Tournament; Reg. Season Champion
2,St. Bonaventure,14,4,.778,26,8,.765,77.1,70.8,8.9,2.6,NCAA Tournament
3,Davidson,13,5,.722,21,12,.636,76.3,67.9,11.0,2.6,NCAA Tournament; Conf. Tournament Champion
4,Saint Joseph's,10,8,.556,16,16,.500,74.1,72.2,3.8,1.9,
5,Virginia Commonwealth,9,9,.500,18,15,.545,76.0,74.8,3.5,2.4,
5,Saint Louis,9,9,.500,17,16,.515,65.8,65.4,2.6,2.9,
5,George Mason,9,9,.500,16,17,.485,71.8,75.7,-3.0,0.8,
5,Richmond,9,9,.500,12,20,.375,71.8,75.6,-0.2,3.6,
9,Dayton,8,10,.444,14,17,.452,72.4,73.5,1.6,2.7,
10,Duquesne,7,11,.389,16,16,.500,72.4,70.2,-1.1,-3.3,
10,George Washington,7,11,.389,15,18,.455,67.4,70.3,-0.7,2.1,
10,La Salle,7,11,.389,13,19,.406,72.9,73.8,1.7,2.5,
13,Massachusetts,5,13,.278,13,20,.394,71.9,74.7,-1.7,1.1,
14,Fordham,4,14,.222,9,22,.290,62.3,70.3,-6.7,1.3,
