Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Davidson,15,3,.833,27,6,.818,75.6,65.8,10.5,1.7,NCAA Tournament; Reg. Season Champion
2,Virginia Commonwealth,14,4,.778,21,9,.700,66.1,61.3,9.8,5.0,
2,Dayton,14,4,.778,23,10,.697,69.1,61.2,10.1,2.2,
4,St. Bonaventure,12,5,.706,20,9,.690,70.1,66.3,7.9,4.1,
5,Saint Louis,12,6,.667,23,11,.676,76.4,67.5,10.4,3.5,
6,Richmond,10,8,.556,23,12,.657,71.7,68.3,7.4,4.0,NCAA Tournament; Conf. Tournament Champion
7,George Washington,8,9,.471,12,18,.400,68.4,72.8,-3.9,0.6,
8,Fordham,8,10,.444,16,16,.500,66.1,66.8,-0.8,-0.1,
9,George Mason,7,9,.438,14,16,.467,70.7,68.5,4.3,2.1,
10,Massachusetts,7,11,.389,15,17,.469,75.7,78.1,-0.5,1.8,
11,Rhode Island,5,12,.294,15,16,.484,67.1,65.0,3.0,1.3,
12,La Salle,5,13,.278,11,19,.367,67.5,71.5,-3.4,0.7,
12,Saint Joseph's,5,13,.278,11,19,.367,67.6,69.1,1.1,2.6,
14,Duquesne,1,16,.059,6,24,.200,65.2,73.4,-6.2,2.0,
