Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,NJIT,6,2,.750,16,13,.552,70.4,64.4,-8.3,-9.0,Reg. Season Champion
2,Texas-Rio Grande Valley,5,3,.625,16,16,.500,65.7,67.3,-13.4,-8.2,
3,Houston Baptist,3,5,.375,14,17,.452,63.9,67.1,-15.2,-8.0,
3,Utah Valley,3,5,.375,14,18,.438,67.4,67.7,-11.4,-7.0,
3,Chicago State,3,5,.375,11,22,.333,65.2,69.0,-11.8,-4.9,Conf. Tournament Champion
