Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,South Dakota-nm,11,1,.917,22,10,.688,79.5,73.3,,,Reg. Season Champion; Conf. Tournament Champion
2,Houston Baptist-nm,9,3,.750,12,21,.364,71.1,78.9,,,
4,Utah Valley,5,7,.417,12,18,.400,63.5,65.1,-16.2,-9.2,
4,North Dakota-nm,5,7,.417,8,23,.258,62.6,71.8,,,
6,NJIT,4,8,.333,10,21,.323,61.5,66.8,-19.6,-8.2,
6,Chicago State,4,8,.333,9,23,.281,62.8,71.5,-21.8,-7.6,
6,Texas-Rio Grande Valley,4,8,.333,6,27,.182,61.2,72.2,-17.3,-4.5,
