Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Utah Valley,9,1,.900,20,13,.606,69.8,66.4,-6.5,-7.1,Reg. Season Champion
2,North Dakota,6,4,.600,17,15,.531,67.3,66.9,-8.8,-6.3,Conf. Tournament Champion
3,NJIT,5,5,.500,15,17,.469,69.9,68.0,-12.1,-8.3,
3,Texas-Rio Grande Valley,5,5,.500,11,21,.344,62.3,68.6,-13.7,-4.4,
5,Houston Baptist,3,7,.300,10,20,.333,73.6,78.1,-16.1,-6.1,
6,Chicago State,2,8,.200,4,26,.133,62.8,77.1,-19.3,-3.1,
