Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Long Beach State,14,3,.824,20,12,.625,73.9,72.4,0.2,0.5,Reg. Season Champion
2,Cal State Fullerton,12,5,.706,21,10,.677,70.3,66.2,0.4,-2.5,NCAA Tournament; Conf. Tournament Champion
2,Hawaii,12,5,.706,17,11,.607,68.9,64.1,0.0,-2.6,
4,UC Irvine,10,5,.667,15,10,.600,66.2,60.3,2.1,-0.5,
5,UC Santa Barbara,9,6,.600,17,11,.607,73.8,65.8,1.8,-4.0,
6,UC Riverside,10,7,.588,16,12,.571,66.6,63.7,-0.5,-1.4,
7,UC Davis,6,6,.500,13,11,.542,67.8,66.4,-3.2,-3.8,
8,UC San Diego,7,11,.389,13,16,.448,70.2,70.6,-6.6,-3.3,
9,Cal Poly,4,12,.250,7,21,.250,61.5,67.3,-10.1,-2.8,
10,Cal State Northridge,3,15,.167,7,23,.233,61.6,71.2,-11.6,-1.0,
11,Cal State Bakersfield,2,14,.125,9,19,.321,64.9,66.3,-7.1,-1.5,
