1,Hawaii,13,3,.813,28,6,.824,77.1,66.7,9.0,-1.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,UC-Irvine,13,3,.813,28,10,.737,71.2,66.1,5.3,0.8,Reg. Season Champion
3,Cal State Long Beach,12,4,.750,20,15,.571,74.7,73.4,4.1,4.6,
4,UC-Santa Barbara,11,5,.688,19,14,.576,70.8,67.2,3.8,1.4,
5,UC-Davis,6,10,.375,11,19,.367,63.8,66.0,-5.6,-1.3,
6,UC-Riverside,5,11,.313,14,19,.424,69.7,69.7,-5.7,-3.1,
6,Cal State Northridge,5,11,.313,10,20,.333,71.4,75.4,-6.8,-0.8,
8,Cal Poly,4,12,.250,10,20,.333,72.4,75.2,-3.5,0.9,
9,Cal State Fullerton,3,13,.188,10,20,.333,70.1,74.2,-7.1,-0.8,
