Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,UC Irvine,15,5,.750,23,11,.676,77.4,68.4,3.6,-1.4,Reg. Season Champion
2,Hawaii,14,6,.700,24,8,.750,79.6,69.7,4.8,-3.6,NCAA Tournament; Conf. Tournament Champion
3,UC San Diego,12,8,.600,23,11,.676,75.7,70.3,2.3,-1.7,
3,Cal State Northridge,12,8,.600,20,14,.588,81.4,79.8,-2.0,-1.3,
3,Cal State Fullerton,12,8,.600,18,16,.529,83.0,81.7,-1.8,0.1,
6,UC Davis,11,9,.550,19,14,.576,77.6,75.1,-1.1,-1.1,
6,UC Santa Barbara,11,9,.550,18,14,.563,77.6,72.8,1.1,-1.8,
8,Cal Poly,10,10,.500,14,19,.424,82.1,85.0,-4.2,-0.2,
9,Long Beach State,6,14,.300,10,22,.313,74.9,77.8,-5.5,0.3,
10,UC Riverside,5,15,.250,10,22,.313,72.9,77.9,-7.8,-0.3,
11,Cal State Bakersfield,2,18,.100,8,24,.250,73.1,82.2,-12.7,-1.3,
