Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,UC Santa Barbara,15,5,.750,27,8,.771,71.7,65.9,3.3,-2.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,UC Irvine,15,5,.750,23,12,.657,74.8,67.2,4.2,-0.6,Reg. Season Champion
3,UC Riverside,14,6,.700,22,12,.647,72.4,69.2,0.7,-0.3,
4,Cal State Fullerton,12,6,.667,20,13,.606,69.2,65.1,1.7,-0.3,
5,Hawaii,13,7,.650,22,11,.667,66.9,61.8,2.4,-2.2,
6,UC Davis,11,8,.579,18,14,.563,74.8,71.1,-0.3,-1.7,
7,Long Beach State,11,9,.550,17,16,.515,76.5,74.4,-0.6,-0.4,
8,Cal State Bakersfield,6,14,.300,11,22,.333,60.5,64.7,-8.3,-1.5,
9,UC San Diego,5,13,.278,10,20,.333,68.6,73.0,-6.9,-0.8,
10,Cal State Northridge,4,16,.200,7,25,.219,63.4,68.6,-10.4,-1.7,
11,Cal Poly,1,18,.053,8,25,.242,60.8,65.9,-7.5,-0.5,
