Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,UC San Diego,18,2,.900,30,5,.857,79.3,61.8,12.6,-1.9,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,UC Irvine,17,3,.850,32,7,.821,75.9,67.0,7.6,-0.8,
3,Cal State Northridge,14,6,.700,22,11,.667,80.3,72.9,1.8,-3.4,
3,UC Riverside,14,6,.700,21,13,.618,74.8,75.0,-1.5,0.4,
5,UC Santa Barbara,11,9,.550,21,13,.618,74.3,68.8,0.3,-3.5,
6,UC Davis,9,11,.450,15,17,.469,68.0,70.3,-6.4,-1.5,
7,Cal Poly,8,12,.400,16,19,.457,82.1,82.9,-2.5,-0.7,
7,Cal State Bakersfield,8,12,.400,14,19,.424,73.8,73.6,-5.9,-2.3,
9,Hawaii,7,13,.350,15,16,.484,70.1,71.2,-3.6,-1.0,
10,Long Beach State,3,17,.150,7,25,.219,67.3,74.2,-10.3,-0.5,
11,Cal State Fullerton,1,19,.050,6,26,.188,63.3,77.3,-16.0,0.4,
