Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Pacific,18,0,1.000,27,4,.871,72.8,64.9,9.0,1.2,NCAA Tournament; Reg. Season Champion
2,Utah State,13,5,.722,24,8,.750,72.3,57.8,12.8,-1.5,NCAA Tournament; Conf. Tournament Champion
3,Cal State Fullerton,12,6,.667,21,11,.656,75.3,71.5,0.3,-0.8,
3,Cal State Northridge,12,6,.667,18,13,.581,71.9,67.3,1.7,-1.0,
5,UC-Irvine,8,10,.444,16,13,.552,68.7,67.7,-2.8,-1.8,
6,UC-Santa Barbara,7,11,.389,11,18,.379,59.2,62.9,-4.1,-0.4,
6,Cal State Long Beach,7,11,.389,10,20,.333,60.7,66.3,-6.2,-0.1,
8,Idaho,6,12,.333,8,22,.267,61.9,66.0,-6.9,-1.5,
9,UC-Riverside,4,14,.222,9,19,.321,62.3,67.0,-8.5,-1.3,
10,Cal Poly,3,15,.167,5,22,.185,67.9,79.5,-12.8,-0.5,
