Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Cal State Long Beach,14,4,.778,19,14,.576,69.4,71.5,-1.2,1.9,Reg. Season Champion
2,Pacific,13,5,.722,22,13,.629,67.0,63.9,2.0,1.1,NCAA Tournament; Conf. Tournament Champion
3,Cal Poly,12,6,.667,18,14,.563,64.8,63.1,-0.5,-0.6,
4,UC-Irvine,11,7,.611,21,16,.568,69.1,65.4,0.2,-0.7,
5,Hawaii,10,8,.556,17,15,.531,73.0,72.0,-1.7,-2.4,*Overall W-L adjusted to 1-15
6,UC-Davis,9,9,.500,14,17,.452,71.3,72.2,-3.5,-2.6,
7,UC-Santa Barbara,7,11,.389,11,20,.355,64.6,67.4,-4.2,0.4,
8,Cal State Fullerton,6,12,.333,14,18,.438,76.6,74.4,-3.0,-3.0,
9,Cal State Northridge,5,13,.278,14,17,.452,75.3,74.5,-3.9,-1.9,
10,UC-Riverside,3,15,.167,6,25,.194,59.0,66.5,-11.5,-1.7,
