Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Alabama State,15,3,.833,20,11,.645,71.0,65.0,-7.7,-12.7,Reg. Season Champion
2,Mississippi Valley State,12,6,.667,17,16,.515,61.7,65.9,-15.3,-9.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
3,Alabama A&M,11,7,.611,14,15,.483,65.9,67.3,-16.1,-13.0,
4,Jackson State,10,8,.556,14,20,.412,68.8,74.2,-16.1,-10.8,
5,Southern,9,9,.500,11,19,.367,62.8,66.8,-16.0,-11.2,
6,Arkansas-Pine Bluff,8,10,.444,13,18,.419,60.3,64.5,-17.8,-12.6,
7,Grambling,7,11,.389,7,19,.269,66.7,77.1,-23.5,-12.4,
8,Prairie View,6,12,.333,8,22,.267,65.9,76.2,-21.4,-9.7,
9,Alcorn State,6,12,.333,7,24,.226,67.7,78.9,-23.1,-11.5,
10,Texas Southern,6,12,.333,7,25,.219,62.8,74.7,-20.9,-9.0,
