Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Texas Southern,16,2,.889,19,13,.594,64.3,65.4,-10.1,-9.0,Reg. Season Champion
2,Jackson State,12,6,.667,17,15,.531,65.5,62.8,-10.4,-10.9,
2,Mississippi Valley State,12,6,.667,13,19,.406,68.3,74.8,-13.9,-7.5,
4,Alabama State,11,7,.611,17,18,.486,61.3,63.8,-13.4,-10.3,NCAA Tournament; Conf. Tournament Champion
5,Alabama A&M,10,8,.556,13,15,.464,64.6,66.8,-15.2,-11.7,
6,Grambling,8,10,.444,12,21,.364,60.5,68.5,-18.4,-10.4,
7,Prairie View,7,11,.389,10,22,.313,62.8,70.1,-19.6,-8.8,
7,Arkansas-Pine Bluff,7,11,.389,7,24,.226,59.7,71.6,-20.0,-8.0,
9,Alcorn State,4,14,.222,4,24,.143,65.6,80.6,-23.0,-8.0,
10,Southern,3,15,.167,4,26,.133,56.7,72.1,-25.6,-9.5,
