Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Grambling,14,4,.778,21,15,.583,67.7,69.6,-9.6,-5.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Alcorn State,13,5,.722,14,18,.438,71.9,77.4,-11.6,-5.6,
3,Southern,12,6,.667,18,14,.563,71.1,68.7,-8.7,-6.1,
3,Texas Southern,12,6,.667,16,17,.485,70.2,71.1,-9.1,-7.0,
5,Bethune-Cookman,11,7,.611,17,17,.500,72.9,72.6,-11.9,-8.9,
5,Jackson State,11,7,.611,15,17,.469,71.2,75.6,-11.5,-7.2,
7,Alabama A&M,9,9,.500,12,23,.343,69.0,75.8,-14.4,-7.5,
8,Arkansas-Pine Bluff,8,10,.444,13,18,.419,80.1,81.8,-15.6,-7.6,
8,Alabama State,8,10,.444,13,19,.406,68.6,69.4,-11.7,-6.9,
10,Prairie View,5,13,.278,10,21,.323,70.2,76.4,-15.4,-6.9,
11,Florida A&M,4,14,.222,6,23,.207,67.2,77.2,-15.8,-4.2,
12,Mississippi Valley State,1,17,.056,1,30,.032,55.5,77.7,-26.2,-3.9,
