Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Grambling,15,3,.833,24,9,.727,69.0,62.2,-4.0,-8.5,Reg. Season Champion
1,Alcorn State,15,3,.833,18,14,.563,67.7,70.6,-8.7,-5.8,Reg. Season Champion
3,Jackson State,12,6,.667,14,19,.424,67.6,73.6,-11.4,-5.4,
4,Southern,11,7,.611,15,17,.469,71.9,71.3,-8.6,-6.5,
5,Alabama A&M,10,8,.556,15,18,.455,69.6,70.9,-10.8,-7.7,
6,Prairie View,9,9,.500,13,19,.406,67.8,68.6,-8.9,-6.6,
7,Bethune-Cookman,8,10,.444,12,20,.375,67.9,75.0,-17.2,-7.8,
8,Texas Southern,7,11,.389,14,21,.400,69.2,71.9,-10.6,-5.0,NCAA Tournament; Conf. Tournament Champion
9,Arkansas-Pine Bluff,6,12,.333,10,21,.323,66.9,69.7,-13.0,-5.4,
9,Alabama State,6,12,.333,8,23,.258,63.3,72.6,-16.3,-6.3,
11,Florida A&M,5,13,.278,7,22,.241,58.6,70.0,-17.8,-5.0,
12,Mississippi Valley State,4,14,.222,5,27,.156,61.0,74.8,-18.3,-4.6,
