Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Alcorn State,14,4,.778,17,17,.500,66.5,71.1,-8.7,-4.1,Reg. Season Champion
2,Texas Southern,13,5,.722,19,13,.594,69.0,66.1,-3.3,-6.2,NCAA Tournament; Conf. Tournament Champion
3,Southern,11,6,.647,17,14,.548,71.9,67.9,-5.2,-6.9,
4,Florida A&M,11,7,.611,13,17,.433,65.1,68.8,-12.1,-6.7,
5,Alabama A&M,10,8,.556,12,18,.400,61.4,67.0,-14.4,-8.9,
6,Jackson State,9,9,.500,11,19,.367,61.0,65.5,-10.1,-5.6,
6,Prairie View,8,8,.500,8,19,.296,69.5,76.3,-10.5,-3.7,
8,Grambling,8,9,.471,12,20,.375,65.4,71.0,-12.3,-5.1,
9,Alabama State,8,10,.444,10,21,.323,69.7,75.2,-12.1,-5.5,
10,Bethune-Cookman,7,11,.389,9,21,.300,63.4,69.5,-14.7,-6.7,
11,Arkansas-Pine Bluff,5,13,.278,7,24,.226,66.3,78.3,-19.0,-4.6,
12,Mississippi Valley State,2,16,.111,2,26,.071,67.2,83.0,-22.2,-6.4,
