Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Mississippi Valley State,17,1,.944,21,13,.618,68.6,69.0,-8.0,-7.6,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Southern,13,5,.722,17,14,.548,60.6,63.9,-16.2,-11.4,
3,Texas Southern,12,6,.667,15,18,.455,61.2,62.8,-10.3,-8.7,
4,Prairie View,10,8,.556,14,18,.438,63.0,65.7,-16.9,-10.3,
5,Alabama State,9,9,.500,12,19,.387,59.4,64.4,-15.8,-10.0,
5,Arkansas-Pine Bluff,9,9,.500,11,22,.333,61.0,69.4,-16.8,-8.3,
7,Alcorn State,6,12,.333,10,22,.313,60.2,67.1,-19.6,-10.6,
8,Alabama A&M,5,13,.278,7,21,.250,63.0,70.1,-19.3,-10.8,
8,Jackson State,5,13,.278,7,24,.226,56.0,65.9,-17.5,-7.0,
10,Grambling,4,14,.222,4,24,.143,54.0,71.5,-26.8,-9.4,
