Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Jackson State,17,1,.944,19,13,.594,63.4,65.3,-13.2,-10.7,Reg. Season Champion
2,Arkansas-Pine Bluff,14,4,.778,18,16,.529,63.7,64.3,-8.3,-7.7,NCAA Tournament; Conf. Tournament Champion
3,Alabama State,12,6,.667,16,15,.516,64.5,65.9,-14.4,-12.0,
4,Prairie View,11,7,.611,16,14,.533,64.3,62.2,-15.8,-12.1,
5,Texas Southern,11,7,.611,17,16,.515,67.9,65.7,-11.1,-11.4,
6,Alabama A&M,8,10,.444,11,16,.407,65.9,69.7,-20.2,-13.7,
7,Mississippi Valley State,8,10,.444,9,23,.281,64.3,72.3,-19.7,-9.9,
8,Grambling,4,14,.222,7,21,.250,63.7,73.1,-23.0,-12.8,
9,Southern,3,15,.167,5,25,.167,60.1,72.4,-24.0,-11.0,
10,Alcorn State,2,16,.111,2,29,.065,60.6,82.0,-30.4,-9.0,
