Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Alcorn State,15,3,.833,19,10,.655,74.5,70.2,-9.9,-11.6,Reg. Season Champion
2,Alabama A&M,14,4,.778,18,10,.643,75.9,72.7,-12.3,-12.1,
3,Southern,14,4,.778,18,11,.621,74.6,73.0,-14.3,-14.4,
4,Texas Southern,10,8,.556,15,14,.517,73.5,71.7,-12.6,-13.4,
5,Jackson State,10,8,.556,17,16,.515,66.8,68.2,-12.2,-10.4,NCAA Tournament; Conf. Tournament Champion
6,Alabama State,10,8,.556,13,15,.464,66.7,69.0,-16.6,-12.4,
7,Mississippi Valley State,7,11,.389,6,21,.222,73.1,81.5,-16.6,-8.5,
8,Prairie View,5,13,.278,7,20,.259,78.6,88.0,-22.1,-11.1,
9,Arkansas-Pine Bluff,5,13,.278,6,21,.222,67.7,80.1,-24.3,-10.1,
10,Grambling,0,18,.000,1,30,.032,72.6,91.0,-27.9,-9.2,
