Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Southern,15,3,.833,20,12,.625,74.8,68.3,-6.8,-7.9,Reg. Season Champion
2,Jackson State,14,4,.778,16,18,.471,71.4,74.6,-9.4,-6.2,
3,Bethune-Cookman,13,5,.722,17,16,.515,68.6,72.2,-10.2,-6.7,
4,Alabama State,12,6,.667,20,16,.556,73.1,72.4,-9.0,-8.2,NCAA Tournament; Conf. Tournament Champion
4,Texas Southern,12,6,.667,15,17,.469,72.7,72.1,-10.3,-8.2,
6,Alcorn State,11,7,.611,11,21,.344,65.0,72.1,-14.1,-7.0,
7,Florida A&M,10,8,.556,14,17,.452,72.1,75.3,-13.4,-6.0,
8,Grambling,7,11,.389,12,22,.353,66.8,67.7,-12.4,-7.6,
9,Alabama A&M,6,12,.333,10,22,.313,73.0,78.8,-20.5,-9.9,
10,Prairie View,4,14,.222,5,27,.156,71.4,82.4,-19.3,-7.3,
11,Arkansas-Pine Bluff,3,15,.167,6,25,.194,72.3,83.9,-24.3,-8.4,
12,Mississippi Valley State,1,17,.056,3,28,.097,54.1,80.8,-34.6,-4.8,
