Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Bethune-Cookman,14,4,.778,17,15,.531,75.4,76.9,-9.4,-6.4,Reg. Season Champion
2,Southern,11,7,.611,17,17,.500,79.6,77.9,-11.0,-7.0,
2,Florida A&M,11,7,.611,15,16,.484,70.4,74.6,-14.0,-9.0,
4,Alabama A&M,10,8,.556,18,15,.545,72.1,72.5,-13.0,-10.5,
4,Arkansas-Pine Bluff,10,8,.556,13,19,.406,77.3,81.0,-14.8,-6.9,
4,Texas Southern,10,8,.556,12,18,.400,75.0,78.0,-14.0,-8.0,
4,Jackson State,10,8,.556,12,21,.364,70.2,83.8,-19.5,-6.0,
8,Prairie View,9,9,.500,18,17,.514,78.9,76.1,-12.7,-9.9,NCAA Tournament; Conf. Tournament Champion
9,Grambling,7,11,.389,14,19,.424,70.3,70.1,-12.2,-10.0,
9,Alabama State,7,11,.389,10,22,.313,73.2,77.3,-14.2,-8.1,
9,Alcorn State,7,11,.389,9,23,.281,66.9,80.2,-19.8,-6.5,
12,Mississippi Valley State,2,16,.111,3,30,.091,64.2,83.0,-28.4,-7.9,
