Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Texas Southern,16,2,.889,17,14,.548,70.3,65.1,-2.1,-7.3,Reg. Season Champion
2,Southern,15,3,.833,23,10,.697,67.4,57.3,-2.6,-10.3,NCAA Tournament; Conf. Tournament Champion
2,Arkansas-Pine Bluff,15,3,.833,16,14,.533,62.7,66.6,-12.1,-8.2,
4,Jackson State,9,9,.500,11,18,.379,66.2,71.5,-14.8,-9.5,
5,Prairie View,8,10,.444,15,19,.441,64.2,65.4,-15.6,-10.1,
5,Alabama State,8,10,.444,10,22,.313,61.8,69.7,-17.9,-9.0,
5,Alcorn State,8,10,.444,10,24,.294,60.4,66.1,-14.3,-7.1,
8,Alabama A&M,6,12,.333,11,20,.355,63.1,69.7,-18.4,-9.8,
9,Mississippi Valley State,5,13,.278,5,23,.179,63.0,73.9,-19.1,-8.3,
10,Grambling,0,18,.000,0,28,.000,49.7,76.4,-35.9,-9.2,
