Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Alabama State,16,2,.889,22,10,.688,68.8,63.3,-6.1,-11.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Jackson State,15,3,.833,18,15,.545,69.9,70.5,-9.5,-8.2,
3,Prairie View,12,6,.667,17,16,.515,70.2,67.7,-12.5,-9.8,
4,Arkansas-Pine Bluff,11,7,.611,13,18,.419,62.7,70.6,-15.4,-7.5,
5,Southern,8,10,.444,8,23,.258,63.1,70.1,-17.6,-11.5,
6,Mississippi Valley State,7,11,.389,7,25,.219,63.4,74.6,-18.4,-7.2,
7,Texas Southern,7,11,.389,7,25,.219,64.5,73.6,-16.6,-7.5,
8,Alabama A&M,6,12,.333,8,19,.296,65.2,72.4,-19.7,-11.6,
9,Grambling,4,14,.222,6,23,.207,60.9,71.9,-23.1,-10.1,
9,Alcorn State,4,14,.222,6,25,.194,69.5,83.5,-25.5,-10.3,
