Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Prairie View,13,0,1.000,16,5,.762,71.3,64.2,-8.0,-15.1,Reg. Season Champion
1,Jackson State,11,0,1.000,12,6,.667,65.6,62.8,-11.3,-14.1,
3,Texas Southern,10,3,.769,17,9,.654,73.9,69.5,-6.2,-9.0,NCAA Tournament; Conf. Tournament Champion
4,Grambling,9,6,.600,12,12,.500,67.4,68.7,-14.3,-12.5,
5,Southern,8,6,.571,8,11,.421,69.8,70.3,-13.5,-13.1,
6,Alcorn State,6,7,.462,6,13,.316,66.1,75.6,-19.6,-10.1,
7,Alabama A&M,4,9,.308,6,9,.400,63.3,67.2,-18.9,-15.0,
8,Alabama State,4,14,.222,4,14,.222,64.2,71.6,-24.3,-16.9,
9,Arkansas-Pine Bluff,3,12,.200,4,21,.160,62.0,76.8,-22.7,-7.8,
10,Mississippi Valley State,2,13,.133,2,22,.083,56.8,87.4,-38.2,-7.6,
