Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Prairie View,17,1,.944,22,13,.629,75.1,72.8,-7.3,-9.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Texas Southern,14,4,.778,24,14,.632,81.6,79.2,-5.5,-7.0,
3,Grambling,10,8,.556,17,17,.500,71.4,68.7,-9.7,-9.3,
3,Arkansas-Pine Bluff,10,8,.556,13,19,.406,65.9,70.9,-14.4,-8.2,
3,Jackson State,10,8,.556,13,19,.406,61.7,65.8,-14.6,-9.3,
6,Alabama State,9,9,.500,12,19,.387,67.3,72.1,-15.6,-7.8,
7,Alcorn State,6,12,.333,10,21,.323,64.4,70.8,-22.1,-9.0,
7,Southern,6,12,.333,7,25,.219,64.9,73.8,-16.8,-7.4,
9,Mississippi Valley State,4,14,.222,6,26,.188,64.3,78.1,-22.5,-7.0,
9,Alabama A&M,4,14,.222,5,27,.156,60.6,71.4,-19.2,-8.4,
