Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Prairie View,14,4,.778,19,13,.594,71.9,68.3,-6.3,-8.4,Reg. Season Champion
2,Southern,13,5,.722,17,15,.531,69.8,67.1,-9.4,-9.5,
3,Texas Southern,12,6,.667,16,16,.500,73.0,76.0,-10.4,-6.0,
4,Grambling,11,7,.611,17,15,.531,71.3,68.4,-12.4,-9.8,
4,Alcorn State,11,7,.611,15,15,.500,75.0,73.2,-14.6,-9.6,
4,Jackson State,11,7,.611,15,17,.469,67.3,67.4,-10.9,-8.6,
7,Alabama State,7,11,.389,8,24,.250,61.4,71.0,-16.2,-6.5,
8,Alabama A&M,5,13,.278,8,22,.267,61.5,71.5,-18.9,-8.9,
9,Arkansas-Pine Bluff,3,15,.167,4,26,.133,53.8,68.3,-21.7,-6.4,
9,Mississippi Valley State,3,15,.167,3,27,.100,68.3,89.7,-29.1,-7.7,
