Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Prairie View,14,4,.778,17,12,.586,70.4,71.5,-9.5,-8.4,Reg. Season Champion
2,Mississippi Valley State,13,5,.722,15,14,.517,76.9,74.8,-9.0,-10.5,
3,Texas Southern,11,7,.611,18,13,.581,73.2,71.5,-9.6,-11.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
4,Alabama State,11,7,.611,14,15,.483,64.1,63.7,-10.3,-10.0,
5,Alcorn State,10,8,.556,14,19,.424,69.1,73.1,-12.4,-8.4,
6,Grambling,9,9,.500,12,18,.400,72.9,79.9,-17.0,-7.5,
7,Jackson State,9,9,.500,10,18,.357,70.4,74.5,-12.0,-7.9,
8,Southern,5,13,.278,9,20,.310,67.8,71.0,-17.5,-13.2,
9,Alabama A&M,4,14,.222,8,19,.296,72.7,76.7,-16.7,-11.8,
10,Arkansas-Pine Bluff,4,14,.222,4,24,.143,54.5,74.2,-24.2,-4.5,
