Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,UCLA,15,3,.833,30,6,.833,71.4,59.9,20.9,9.8,NCAA Tournament; Reg. Season Champion; NCAA FF
2,Washington State,13,5,.722,26,8,.765,66.9,59.5,13.3,6.0,NCAA Tournament
3,Oregon,11,7,.611,29,8,.784,75.9,66.2,15.9,6.3,NCAA Tournament; Conf. Tournament Champion
3,Southern California,11,7,.611,25,12,.676,71.8,65.2,13.8,7.9,NCAA Tournament
3,Arizona,11,7,.611,20,11,.645,78.0,72.5,16.2,10.8,NCAA Tournament
6,Stanford,10,8,.556,18,13,.581,69.5,67.1,11.2,9.1,NCAA Tournament
7,Washington,8,10,.444,19,13,.594,76.5,73.0,10.0,6.5,
8,University of California,6,12,.333,16,17,.485,69.5,69.1,8.6,8.7,
9,Oregon State,3,15,.167,11,21,.344,63.4,69.4,-0.7,6.2,
10,Arizona State,2,16,.111,8,22,.267,58.5,61.8,3.3,7.9,
