Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Stanford,17,1,.944,30,2,.938,73.6,60.5,17.5,4.3,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Washington,12,6,.667,19,12,.613,82.0,79.0,9.5,6.4,NCAA Tournament
3,Arizona,11,7,.611,20,10,.667,87.1,78.5,15.3,6.6,NCAA Tournament
4,Oregon,9,9,.500,18,13,.581,74.9,73.2,8.6,6.9,
4,University of California,9,9,.500,13,15,.464,66.9,67.3,6.3,6.7,
6,Southern California,8,10,.444,13,15,.464,75.4,78.8,3.1,6.5,
7,Washington State,7,11,.389,13,16,.448,57.9,59.7,3.0,5.0,
7,UCLA,7,11,.389,11,17,.393,66.5,70.0,3.4,6.8,
9,Oregon State,6,12,.333,12,16,.429,72.1,74.0,1.5,4.6,
10,Arizona State,4,14,.222,10,17,.370,74.1,76.6,2.8,5.4,
