Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,University of California,13,5,.722,24,11,.686,77.2,68.2,17.3,8.3,NCAA Tournament; Reg. Season Champion
2,Arizona State,12,6,.667,22,11,.667,66.7,58.7,13.8,5.8,
3,Washington,11,7,.611,26,10,.722,79.2,70.0,15.6,7.5,NCAA Tournament; Conf. Tournament Champion
4,Arizona,10,8,.556,16,15,.516,71.9,72.0,8.0,8.1,
5,UCLA,8,10,.444,14,18,.438,66.8,68.6,5.7,7.9,
6,Oregon State,8,10,.444,14,18,.438,60.3,62.2,3.8,5.8,
7,Southern California,8,10,.444,16,14,.533,59.6,57.2,8.9,6.5,
8,Stanford,7,11,.389,14,18,.438,69.1,69.9,5.7,6.5,
9,Oregon,7,11,.389,16,16,.500,69.9,70.2,4.0,6.0,
10,Washington State,6,12,.333,16,15,.516,71.9,70.6,5.3,4.6,
