Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,UCLA,14,4,.778,32,7,.821,67.7,58.7,17.3,8.3,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF
2,Washington,13,5,.722,26,7,.788,82.0,69.9,18.1,6.0,NCAA Tournament
3,University of California,12,6,.667,20,11,.645,68.6,64.5,12.3,8.8,NCAA Tournament
4,Arizona,11,7,.611,20,13,.606,73.7,68.7,15.1,10.1,NCAA Tournament
4,Stanford,11,7,.611,16,14,.533,66.4,65.3,9.5,8.2,
6,Southern California,8,10,.444,17,13,.567,68.5,67.1,7.4,6.0,
7,Oregon,7,11,.389,15,18,.455,69.5,65.3,10.4,6.9,
8,Oregon State,5,13,.278,13,18,.419,65.9,70.0,1.5,6.3,
8,Arizona State,5,13,.278,11,17,.393,67.1,69.9,4.4,7.2,
10,Washington State,4,14,.222,11,17,.393,58.2,57.7,8.3,7.8,
