Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Arizona,15,3,.833,30,7,.811,79.7,69.7,18.0,8.0,NCAA Tournament; Reg. Season Champion
2,Washington,14,4,.778,29,6,.829,86.5,74.2,19.8,7.7,NCAA Tournament; Conf. Tournament Champion
3,UCLA,11,7,.611,18,11,.621,73.7,71.7,9.2,7.1,NCAA Tournament
3,Stanford,11,7,.611,18,13,.581,70.1,68.8,9.1,8.1,NCAA Tournament
6,Oregon State,8,10,.444,17,15,.531,72.8,73.8,2.9,4.0,
6,Arizona State,7,11,.389,18,14,.563,76.0,72.2,9.2,5.4,
6,Washington State,7,11,.389,12,16,.429,55.9,56.9,6.4,7.4,
8,Oregon,6,12,.333,14,13,.519,70.9,71.1,6.5,6.7,
8,University of California,6,12,.333,13,16,.448,67.4,70.8,2.6,6.0,
10,Southern California,5,13,.278,12,17,.414,74.4,76.8,4.5,6.9,
