Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Arizona,14,4,.778,30,8,.789,76.4,67.9,16.5,8.0,NCAA Tournament; Reg. Season Champion
2,UCLA,13,5,.722,23,11,.676,70.1,66.3,11.7,7.9,NCAA Tournament
3,Washington,11,7,.611,24,11,.686,83.1,70.7,20.1,7.7,NCAA Tournament; Conf. Tournament Champion
4,Southern California,10,8,.556,19,15,.559,66.2,62.7,11.5,8.0,NCAA Tournament
4,University of California,10,8,.556,18,15,.545,72.5,72.2,9.4,9.2,
6,Washington State,9,9,.500,22,13,.629,72.9,67.4,12.3,6.8,
7,Oregon,7,11,.389,21,18,.538,70.2,69.3,6.9,6.9,
7,Stanford,7,11,.389,15,16,.484,66.4,65.2,6.4,5.2,
9,Oregon State,5,13,.278,11,20,.355,69.3,72.8,1.5,5.0,
10,Arizona State,4,14,.222,12,19,.387,64.0,66.9,4.3,7.2,
