Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Washington,14,4,.778,26,9,.743,78.6,69.5,16.8,8.2,NCAA Tournament; Reg. Season Champion
2,UCLA,13,5,.722,26,9,.743,75.5,64.0,18.6,7.2,NCAA Tournament
3,University of California,11,7,.611,22,11,.667,74.9,68.8,13.3,7.2,NCAA Tournament
4,Arizona State,11,7,.611,25,10,.714,69.4,60.5,16.7,7.8,NCAA Tournament
5,Arizona,9,9,.500,21,14,.600,72.3,69.2,11.9,8.8,NCAA Tournament
6,Southern California,9,9,.500,22,13,.629,68.5,63.5,14.1,9.2,NCAA Tournament; Conf. Tournament Champion
7,Washington State,8,10,.444,17,16,.515,59.2,55.4,11.3,7.5,
8,Oregon State,7,11,.389,18,18,.500,60.8,63.3,4.3,7.6,
9,Stanford,6,12,.333,20,14,.588,73.2,68.6,10.6,6.9,
10,Oregon,2,16,.111,8,23,.258,67.4,76.1,1.5,10.3,
