Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,UCLA,16,2,.889,35,4,.897,73.5,59.0,21.7,7.7,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF
2,Stanford,13,5,.722,28,8,.778,70.9,61.6,16.3,6.9,NCAA Tournament
3,Washington State,11,7,.611,26,9,.743,66.4,56.4,16.3,6.3,NCAA Tournament
3,Southern California,11,7,.611,21,12,.636,69.0,63.7,13.9,8.6,NCAA Tournament; *Overall W-L adjusted to 0-11
5,Arizona State,9,9,.500,21,13,.618,66.8,61.9,10.3,6.3,
5,Oregon,9,9,.500,18,14,.563,76.6,72.5,11.7,7.6,NCAA Tournament
7,Arizona,8,10,.444,19,15,.559,71.9,66.9,14.6,10.2,NCAA Tournament; *Overall W-L adjusted to 0-14
8,Washington,7,11,.389,16,17,.485,73.2,70.8,9.1,8.0,
9,University of California,6,12,.333,17,16,.515,76.4,75.1,9.4,8.5,
10,Oregon State,0,18,.000,6,25,.194,59.9,70.8,-6.2,7.3,
