Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,San Diego State,16,2,.889,31,5,.861,70.3,57.0,14.9,4.9,NCAA Tournament; Reg. Season Champion
2,New Mexico,15,3,.833,27,7,.794,74.0,66.1,12.7,4.8,NCAA Tournament; Conf. Tournament Champion
3,Nevada-Las Vegas,10,8,.556,20,13,.606,71.4,65.6,8.5,2.8,
3,Nevada,10,8,.556,15,17,.469,72.4,73.9,2.0,3.5,
5,Boise State,9,9,.500,21,13,.618,76.2,69.0,8.8,3.9,
5,Wyoming,9,9,.500,18,15,.545,64.5,61.7,4.4,2.3,
5,Fresno State,9,9,.500,21,18,.538,72.7,70.5,3.6,3.8,
8,Utah State,7,11,.389,18,14,.563,69.2,66.6,4.8,3.1,
8,Colorado State,7,11,.389,16,16,.500,73.3,69.7,3.3,2.2,
10,Air Force,6,12,.333,12,18,.400,66.0,69.1,-4.1,1.7,
11,San Jose State,1,17,.056,7,24,.226,62.5,71.7,-8.0,3.0,
