Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,San Diego State,14,4,.778,27,9,.750,61.8,53.9,11.8,4.2,NCAA Tournament; Reg. Season Champion
1,Boise State,14,4,.778,25,9,.735,70.3,60.1,10.0,1.4,NCAA Tournament; Reg. Season Champion
3,Colorado State,13,5,.722,27,7,.794,72.2,64.1,8.1,0.7,
4,Wyoming,11,7,.611,25,10,.714,61.5,56.4,3.8,0.0,NCAA Tournament; Conf. Tournament Champion
4,Utah State,11,7,.611,18,13,.581,66.6,63.6,2.9,0.3,
6,Fresno State,10,8,.556,15,17,.469,65.2,66.3,-2.2,1.3,
7,Nevada-Las Vegas,8,10,.444,18,15,.545,68.2,64.4,5.4,3.4,
8,New Mexico,7,11,.389,15,16,.484,62.0,60.2,2.8,1.0,
9,Air Force,6,12,.333,14,17,.452,65.7,65.1,-1.8,-0.7,
10,Nevada,5,13,.278,9,22,.290,60.5,66.5,-6.0,1.1,
11,San Jose State,0,18,.000,2,28,.067,53.7,69.5,-16.2,1.9,
