Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,San Diego State,14,3,.824,23,5,.821,73.6,61.2,14.4,3.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Colorado State,14,4,.778,20,8,.714,74.0,66.8,8.1,1.1,
3,Utah State,13,4,.765,20,9,.690,72.6,62.3,11.0,1.3,NCAA Tournament
4,Boise State,14,6,.700,19,9,.679,75.8,66.7,9.7,1.7,
5,Nevada,8,7,.533,16,10,.615,73.7,69.7,5.4,2.1,
6,Fresno State,9,11,.450,12,12,.500,66.3,67.4,-3.6,0.1,
7,Nevada-Las Vegas,8,10,.444,12,15,.444,69.4,67.5,-1.5,1.0,
8,Wyoming,5,9,.357,14,11,.560,76.6,75.5,-1.2,-2.3,
9,Air Force,3,17,.150,5,20,.200,58.7,71.9,-13.0,0.2,
10,San Jose State,2,12,.143,5,16,.238,65.8,81.3,-17.5,1.0,
11,New Mexico,1,8,.111,6,16,.273,65.3,71.7,-12.4,-1.7,
