Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,San Diego State,15,3,.833,32,7,.821,71.2,63.5,15.8,8.9,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF
2,Utah State,13,5,.722,26,9,.743,78.2,69.9,14.2,6.8,NCAA Tournament
2,Boise State,13,5,.722,24,10,.706,72.1,64.6,12.8,6.2,NCAA Tournament
4,Nevada,12,6,.667,22,11,.667,72.6,67.8,10.0,6.4,NCAA Tournament
5,San Jose State,10,8,.556,21,14,.600,67.5,66.2,5.2,4.5,
6,New Mexico,8,10,.444,22,12,.647,80.9,74.3,10.8,5.2,
7,Nevada-Las Vegas,7,11,.389,19,13,.594,74.3,70.0,7.2,5.2,
8,Colorado State,6,12,.333,15,18,.455,72.5,71.4,5.6,5.9,
8,Fresno State,6,12,.333,11,20,.355,63.7,65.7,2.6,5.1,
10,Air Force,5,13,.278,14,18,.438,66.9,67.1,2.0,2.1,
11,Wyoming,4,14,.222,9,22,.290,69.2,72.1,2.0,6.1,
