Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Nevada,14,4,.778,28,7,.800,79.8,71.3,10.5,2.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Colorado State,13,5,.722,24,12,.667,72.5,68.0,6.0,2.2,
3,Boise State,12,6,.667,20,12,.625,75.1,71.2,5.5,2.7,
4,Fresno State,11,7,.611,20,13,.606,73.5,70.2,4.4,2.3,
5,New Mexico,10,8,.556,17,14,.548,73.6,72.7,3.0,2.1,
6,San Diego State,9,9,.500,19,14,.576,68.5,62.5,6.9,1.5,
7,Wyoming,8,10,.444,23,15,.605,77.9,74.6,2.8,0.6,
8,Utah State,7,11,.389,15,17,.469,70.0,70.3,2.9,2.5,
8,San Jose State,7,11,.389,14,16,.467,73.2,74.8,-2.8,1.7,
10,Air Force,4,14,.222,12,21,.364,73.1,75.1,-3.1,1.0,
10,Nevada-Las Vegas,4,14,.222,11,21,.344,68.8,75.2,-3.8,2.6,
