Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Utah State,14,4,.778,27,6,.818,79.8,70.3,12.3,4.9,NCAA Tournament; Reg. Season Champion
2,Nevada,13,5,.722,26,7,.788,76.4,67.1,13.5,4.9,NCAA Tournament
2,Boise State,13,5,.722,22,10,.688,75.8,67.5,14.0,7.6,NCAA Tournament
4,Nevada-Las Vegas,12,6,.667,19,12,.613,73.2,67.8,9.0,6.4,
5,San Diego State,11,7,.611,24,10,.706,74.6,66.6,15.4,8.6,NCAA Tournament
6,New Mexico,10,8,.556,26,9,.743,81.7,70.5,16.1,5.6,NCAA Tournament; Conf. Tournament Champion
6,Colorado State,10,8,.556,25,10,.714,76.1,67.6,14.2,7.5,NCAA Tournament
8,Wyoming,8,10,.444,15,17,.469,72.8,74.5,1.1,5.1,
9,Fresno State,4,14,.222,12,21,.364,67.7,73.9,-2.7,4.0,
10,Air Force,2,16,.111,9,22,.290,66.2,72.4,-4.2,2.0,
10,San Jose State,2,16,.111,9,23,.281,69.6,75.1,-3.2,3.9,
