Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Virginia Commonwealth,15,3,.833,24,8,.750,67.4,58.8,6.6,-2.1,Reg. Season Champion
2,North Carolina-Wilmington,12,6,.667,20,13,.606,72.6,71.4,-1.9,-2.4,
3,George Mason,12,6,.667,23,11,.676,69.3,62.5,6.1,-0.8,NCAA Tournament; Conf. Tournament Champion
4,Old Dominion,11,7,.611,18,16,.529,66.6,64.4,2.5,0.3,
5,William & Mary,10,8,.556,17,16,.515,62.4,62.8,-4.1,-1.4,
6,Northeastern,9,9,.500,14,17,.452,63.4,63.6,-1.4,-1.1,
7,Delaware,9,9,.500,14,17,.452,63.1,66.5,-5.8,-2.4,
8,Hofstra,8,10,.444,12,18,.400,66.3,69.2,-5.9,-3.0,
9,Towson,7,11,.389,13,18,.419,65.4,68.8,-7.1,-2.8,
10,Drexel,5,13,.278,12,20,.375,59.5,64.5,-7.6,-1.9,
11,James Madison,5,13,.278,13,17,.433,72.9,74.0,-5.1,-4.1,
12,Georgia State,5,13,.278,9,21,.300,61.6,66.2,-7.6,-3.0,
