Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Northeastern,12,6,.667,23,12,.657,68.5,65.1,2.0,-1.3,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,William & Mary,12,6,.667,20,13,.606,73.2,66.9,2.8,-1.2,Reg. Season Champion
1,James Madison,12,6,.667,19,14,.576,67.2,68.3,-2.7,-1.5,Reg. Season Champion
1,North Carolina-Wilmington,12,6,.667,18,14,.563,70.0,68.8,-2.5,-1.9,Reg. Season Champion
5,Hofstra,10,8,.556,20,14,.588,78.5,70.2,3.8,-4.5,
6,Drexel,9,9,.500,11,19,.367,59.6,64.3,-5.7,-0.8,
6,Delaware,9,9,.500,10,20,.333,66.0,72.0,-7.8,-1.7,
8,Elon,6,12,.333,15,18,.455,70.6,70.6,-5.9,-2.7,
9,Towson,5,13,.278,12,20,.375,63.6,65.0,-7.0,-3.8,
10,College of Charleston,3,15,.167,9,24,.273,58.6,64.6,-7.2,-1.3,
