Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Old Dominion,15,3,.833,28,6,.824,71.5,61.1,6.0,-2.6,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Virginia Commonwealth,13,5,.722,19,13,.594,70.0,66.5,2.0,-1.5,
3,North Carolina-Wilmington,13,5,.722,19,10,.655,65.0,63.4,-1.5,-3.1,
4,Drexel,12,6,.667,17,12,.586,69.7,66.0,1.8,-1.9,
5,Hofstra,12,6,.667,21,9,.700,71.9,66.1,2.7,-2.5,
6,George Mason,10,8,.556,16,13,.552,73.3,69.6,0.9,-2.8,
7,Delaware,7,11,.389,11,20,.355,65.1,68.3,-5.7,-2.5,
8,James Madison,3,15,.167,6,22,.214,60.5,72.2,-14.4,-2.2,
9,William & Mary,3,15,.167,8,21,.276,64.8,73.4,-12.1,-2.1,
10,Towson,2,16,.111,5,24,.172,62.2,70.2,-11.4,-3.4,
