Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,College of Charleston,16,2,.889,31,4,.886,80.1,67.2,8.4,-4.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,Hofstra,16,2,.889,25,10,.714,74.8,66.4,5.0,-2.3,Reg. Season Champion
3,UNC Wilmington,12,6,.667,24,10,.706,68.9,64.3,-1.2,-3.0,
3,Towson,12,6,.667,21,12,.636,71.8,66.7,0.2,-4.8,
5,Drexel,10,8,.556,17,15,.531,66.7,62.4,-2.3,-5.4,
6,Delaware,8,10,.444,17,16,.515,69.6,70.7,-5.6,-3.7,
6,North Carolina A&T,8,10,.444,13,19,.406,70.8,73.8,-11.4,-4.0,
8,William & Mary,7,11,.389,13,20,.394,67.2,70.3,-11.0,-4.2,
9,Northeastern,6,12,.333,10,20,.333,65.3,71.7,-10.3,-4.0,
9,Stony Brook,6,12,.333,11,22,.333,63.1,69.1,-12.5,-4.1,
9,Elon,6,12,.333,8,24,.250,65.4,71.6,-12.8,-4.4,
12,Hampton,5,13,.278,8,24,.250,68.2,77.5,-15.3,-4.7,*Overall W-L adjusted to 0-24 conference W-L adjusted to 0-13
12,Monmouth,5,13,.278,7,26,.212,61.7,74.7,-15.6,-2.6,
