Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,James Madison,8,2,.800,13,7,.650,78.1,70.5,-0.1,-3.2,Reg. Season Champion
1,Northeastern,8,2,.800,10,9,.526,67.2,68.3,-1.1,0.0,Reg. Season Champion
3,College of Charleston,6,4,.600,9,10,.474,70.6,69.9,-5.0,-3.1,
4,Hofstra,8,6,.571,13,10,.565,73.2,73.0,-2.8,-2.9,
5,Delaware,5,4,.556,7,8,.467,67.5,67.5,-5.2,-5.0,
6,Drexel,4,5,.444,12,8,.600,70.4,67.4,-1.0,-3.9,NCAA Tournament; Conf. Tournament Champion
7,William & Mary,4,6,.400,7,10,.412,64.8,72.0,-11.2,-4.0,
8,Elon,4,7,.364,10,9,.526,65.7,65.0,-5.3,-4.4,
9,Towson,3,9,.250,4,14,.222,67.4,74.9,-9.8,-2.3,
10,UNC Wilmington,1,6,.143,7,10,.412,76.3,73.7,-6.8,-6.5,
