Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Carolina-Wilmington,14,4,.778,25,8,.758,79.4,72.1,6.3,0.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,Hofstra,14,4,.778,24,10,.706,78.9,73.8,5.0,0.8,Reg. Season Champion
3,James Madison,11,7,.611,21,11,.656,75.2,68.7,6.2,0.5,
3,William & Mary,11,7,.611,20,11,.645,76.9,71.1,5.6,1.3,
3,Towson,11,7,.611,20,13,.606,71.5,67.5,-0.1,-1.6,
6,Northeastern,9,9,.500,18,15,.545,72.0,70.9,1.6,1.4,
7,College of Charleston,8,10,.444,17,14,.548,65.4,62.0,2.4,0.0,
8,Elon,7,11,.389,16,16,.500,75.9,75.4,-0.7,0.7,
9,Drexel,3,15,.167,6,25,.194,63.2,70.4,-5.4,1.9,
10,Delaware,2,16,.111,7,23,.233,66.2,75.7,-8.6,0.8,
