Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,College of Charleston,14,4,.778,26,8,.765,74.6,68.6,1.8,-3.3,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,Northeastern,14,4,.778,23,10,.697,74.9,68.8,3.6,-1.6,Reg. Season Champion
3,Hofstra,12,6,.667,19,12,.613,79.5,77.3,-0.5,-1.6,
4,William & Mary,11,7,.611,19,12,.613,85.0,81.6,-1.4,-1.3,
5,Towson,8,10,.444,18,14,.563,76.4,71.2,-0.1,-3.1,
6,North Carolina-Wilmington,7,11,.389,11,21,.344,79.4,83.4,-7.5,-1.2,
7,Elon,6,12,.333,14,18,.438,73.3,76.2,-6.9,-1.7,
7,Delaware,6,12,.333,14,19,.424,70.8,73.6,-6.9,-3.0,
7,Drexel,6,12,.333,13,20,.394,74.4,78.5,-7.2,-2.5,
7,James Madison,6,12,.333,10,22,.313,73.2,75.4,-5.5,-2.1,
