Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,George Mason,16,2,.889,27,7,.794,72.8,62.5,11.7,1.4,NCAA Tournament; Reg. Season Champion
2,Old Dominion,14,4,.778,27,7,.794,65.6,58.4,9.0,1.8,NCAA Tournament; Conf. Tournament Champion
2,Hofstra,14,4,.778,21,12,.636,70.8,69.7,0.0,0.1,
4,Virginia Commonwealth,12,6,.667,28,12,.700,71.6,66.8,8.6,3.8,NCAA Tournament; NCAA FF
5,Drexel,11,7,.611,21,10,.677,63.7,59.7,4.0,0.0,
6,James Madison,10,8,.556,21,12,.636,71.4,68.4,2.9,0.0,
7,Delaware,8,10,.444,14,17,.452,62.9,66.6,-3.8,-0.1,
8,North Carolina-Wilmington,7,11,.389,13,18,.419,63.7,66.7,-3.4,-0.4,
9,Georgia State,6,12,.333,12,19,.387,61.9,64.1,-4.1,-1.9,
9,Northeastern,6,12,.333,11,20,.355,66.6,70.4,-2.7,1.2,
11,William & Mary,4,14,.222,10,22,.313,64.1,67.9,-4.4,0.5,
12,Towson,0,18,.000,4,26,.133,68.4,76.0,-8.1,-0.5,
