Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Northeastern,14,4,.778,20,13,.606,68.9,68.3,-1.4,-1.9,Reg. Season Champion
2,Towson,13,5,.722,18,13,.581,68.5,66.6,-1.9,-2.6,
2,Delaware,13,5,.722,19,14,.576,69.0,68.9,-0.8,-0.8,
4,James Madison,11,7,.611,21,15,.583,65.2,64.6,-1.7,-2.3,NCAA Tournament; Conf. Tournament Champion
5,George Mason,10,8,.556,22,16,.579,68.1,65.9,2.0,-0.2,
5,Georgia State,10,8,.556,15,16,.484,68.2,66.9,-2.0,-2.4,
7,Drexel,9,9,.500,13,18,.419,63.0,63.1,-1.1,-1.0,
8,William & Mary,7,11,.389,13,17,.433,68.8,68.3,-4.0,-3.4,
9,North Carolina-Wilmington,5,13,.278,10,20,.333,63.3,70.4,-10.1,-2.3,
10,Hofstra,4,14,.222,7,25,.219,58.5,66.6,-10.8,-1.9,
11,Old Dominion,3,15,.167,5,25,.167,64.9,70.9,-7.6,-1.6,
