Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Hofstra,15,3,.833,27,8,.771,83.4,72.9,4.7,-4.5,Reg. Season Champion
2,Northeastern,14,4,.778,23,11,.676,75.4,70.8,3.9,-0.7,NCAA Tournament; Conf. Tournament Champion
3,College of Charleston,12,6,.667,24,9,.727,74.3,68.6,2.4,-3.0,
4,William & Mary,10,8,.556,14,17,.452,74.9,76.9,-4.8,-2.1,
5,Delaware,8,10,.444,17,16,.515,71.3,72.1,-7.9,-4.8,
6,Drexel,7,11,.389,13,19,.406,75.8,77.3,-7.0,-2.9,
6,Elon,7,11,.389,11,21,.344,70.8,76.4,-11.5,-3.6,
8,James Madison,6,12,.333,14,19,.424,70.4,73.0,-8.5,-4.1,
8,Towson,6,12,.333,10,22,.313,67.8,71.7,-8.4,-3.6,
10,North Carolina-Wilmington,5,13,.278,10,23,.303,76.2,80.9,-8.1,-2.0,
