Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Carolina-Wilmington,15,3,.833,25,8,.758,68.2,59.8,8.9,0.6,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,George Mason,15,3,.833,27,8,.771,69.4,60.1,12.1,2.8,NCAA Tournament; Reg. Season Champion; NCAA FF
3,Hofstra,14,4,.778,26,7,.788,72.9,67.2,6.7,0.9,
4,Old Dominion,13,5,.722,24,10,.706,70.0,63.8,7.6,1.4,
5,Northeastern,12,6,.667,19,11,.633,75.2,70.2,3.2,-0.3,
6,Virginia Commonwealth,11,7,.611,19,10,.655,67.7,62.4,4.5,-0.5,
7,Towson,8,10,.444,12,16,.429,69.7,75.0,-7.6,-2.4,
8,Drexel,8,10,.444,15,16,.484,62.3,59.7,3.7,1.2,
9,Delaware,4,14,.222,9,21,.300,66.1,70.9,-5.3,-0.5,
10,Georgia State,3,15,.167,7,22,.241,65.1,71.3,-5.6,0.6,
11,William & Mary,3,15,.167,8,20,.286,64.8,69.4,-5.7,-0.4,
12,James Madison,2,16,.111,5,23,.179,64.4,77.7,-12.7,0.9,
