Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Carolina-Wilmington,14,4,.778,23,10,.697,67.9,61.6,6.2,-0.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,George Mason,13,5,.722,19,10,.655,69.8,66.7,0.8,-2.3,
3,Virginia Commonwealth,11,7,.611,21,11,.656,72.7,69.0,1.2,-2.4,
4,Drexel,11,7,.611,14,14,.500,72.9,73.3,-2.8,-2.4,
5,Delaware,9,9,.500,14,16,.467,66.7,66.9,-1.6,-1.4,
6,Old Dominion,7,11,.389,13,16,.448,67.1,66.6,-1.6,-2.2,
7,Towson,7,11,.389,11,18,.379,58.4,68.4,-13.3,-3.3,
8,William & Mary,7,11,.389,10,19,.345,63.0,67.2,-6.1,-1.2,
9,James Madison,6,12,.333,14,15,.483,70.0,69.2,-3.2,-3.4,
10,Hofstra,5,13,.278,12,20,.375,65.8,70.3,-5.9,-1.4,
