Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Towson,15,3,.833,25,8,.758,73.2,64.0,6.4,-2.8,Reg. Season Champion
1,UNC Wilmington,15,3,.833,23,9,.719,70.3,68.0,-2.3,-3.5,Reg. Season Champion
3,Hofstra,13,5,.722,21,11,.656,77.9,72.9,1.6,-0.8,
4,Delaware,10,8,.556,22,12,.647,73.8,69.9,0.1,-2.7,NCAA Tournament; Conf. Tournament Champion
4,Drexel,10,8,.556,15,14,.517,72.8,70.3,-0.5,-2.1,
6,College of Charleston,8,10,.444,17,15,.531,78.2,76.4,0.2,-1.5,
7,Elon,7,11,.389,10,22,.313,67.1,72.2,-6.4,1.1,
8,James Madison,6,12,.333,15,14,.517,75.1,73.2,-4.3,-1.3,
9,William & Mary,4,14,.222,5,27,.156,63.9,74.4,-14.1,-2.1,
10,Northeastern,2,16,.111,9,22,.290,64.3,69.1,-6.1,-1.3,
