Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Virginia Commonwealth,14,4,.778,23,8,.742,71.0,64.1,6.8,-0.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Drexel,13,5,.722,18,11,.621,72.9,68.1,3.5,-1.2,
3,George Mason,12,6,.667,23,10,.697,71.6,68.0,4.0,0.4,
4,Old Dominion,11,7,.611,17,12,.586,73.7,70.2,3.9,0.5,
5,Hofstra,10,8,.556,14,15,.483,70.7,71.1,0.1,0.5,
6,Delaware,10,8,.556,16,12,.571,71.0,69.7,-0.7,-2.0,
7,North Carolina-Wilmington,9,9,.500,15,15,.500,61.5,59.6,1.4,-0.5,
8,William & Mary,4,14,.222,7,21,.250,71.7,76.7,-5.8,-0.8,
9,Towson,4,14,.222,8,21,.276,61.1,69.5,-10.1,-1.7,
10,James Madison,3,15,.167,7,21,.250,64.9,71.6,-8.0,-1.3,
