Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Hofstra,16,2,.889,24,7,.774,74.4,63.2,5.2,-6.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Maine,15,3,.833,24,7,.774,76.2,69.1,-3.1,-10.1,
3,Delaware,14,4,.778,24,8,.750,76.5,68.8,-0.1,-7.7,
4,Vermont,11,7,.611,16,12,.571,71.6,73.1,-9.8,-8.2,
5,Drexel,9,9,.500,13,17,.433,63.0,65.9,-10.0,-7.1,
6,Towson,7,11,.389,11,17,.393,67.9,69.2,-10.4,-9.1,
7,Hartford,6,12,.333,10,19,.345,71.5,78.6,-14.5,-7.4,
8,Boston University,5,13,.278,7,22,.241,60.6,68.5,-14.3,-6.5,
9,Northeastern,5,13,.278,7,21,.250,66.3,72.3,-14.4,-8.4,
10,New Hampshire,2,16,.111,3,25,.107,64.7,84.1,-25.5,-6.1,
