Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Hawaii,15,3,.833,27,6,.818,71.7,63.1,9.8,1.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Tulsa,15,3,.833,27,7,.794,80.2,69.5,12.7,2.3,NCAA Tournament; Reg. Season Champion
3,Louisiana Tech,14,4,.778,22,10,.688,73.1,67.3,7.6,2.5,
4,Southern Methodist,10,8,.556,15,14,.517,72.4,71.1,4.2,3.6,
5,Nevada,9,9,.500,17,13,.567,73.7,71.8,2.8,1.9,
6,Fresno State,9,9,.500,19,15,.559,73.0,70.3,6.8,5.2,
7,Boise State,6,12,.333,13,17,.433,62.6,65.8,-1.6,2.1,
8,Rice,5,13,.278,10,19,.345,65.8,70.1,-3.0,1.3,
9,San Jose State,4,14,.222,10,22,.313,62.1,68.6,-5.8,1.5,
10,Texas-El Paso,3,15,.167,10,22,.313,69.2,72.0,-1.9,3.1,
